    ,account_ID,Account_fname,Account_lname,Email,Account_type
933,18943733,Jessica,Bishop,shannonblackwell@bowman-johnson.com,S
934,17307000,Alan,Palmer,njohnson@yahoo.com,S
935,18931495,Bailey,Beck,smithjeffrey@yahoo.com,B
936,53775627,Jessica,Brown,pbowman@patterson.info,S
937,09104686,Victoria,Barnett,fpoole@gmail.com,B
938,64199177,Kenneth,Ewing,johnsondaniel@gmail.com,S
939,60457325,Crystal,Sawyer,jordan69@gmail.com,S
940,64756363,Kathleen,Davis,eserrano@gmail.com,S
941,23804869,Sophia,Howe,stephanie83@smith-munoz.com,B
942,49604726,Michael,Nguyen,mpowell@hotmail.com,B
943,86795944,Maria,Day,lisa25@preston.com,B
944,84188380,Alyssa,Blanchard,jessica95@gmail.com,B
945,55377492,Allison,Foley,aguilartony@higgins.net,B
946,04082569,Stephanie,Moore,ricardocontreras@yahoo.com,S
947,40955377,Charles,Lara,bowerschristopher@hotmail.com,B
948,40056227,Jesse,Shepard,barrettwendy@yahoo.com,S
949,68020873,Kimberly,Lee,ythomas@yahoo.com,B
950,31678636,Melissa,Thomas,joshua02@hotmail.com,S
951,53584441,Ryan,Mitchell,andrew84@gmail.com,S
952,56027174,Allison,Warren,kmcclain@yahoo.com,S
953,86478960,William,Lynch,qmanning@yahoo.com,S
954,46363244,Donna,Medina,bryan05@gaines.com,S
955,31823241,Hannah,Reyes,anthony10@gmail.com,S
956,61950580,James,Chapman,joshua56@guzman.com,B
957,07451584,Steven,Mcmahon,gyork@paul-parrish.org,B
958,14227257,Christopher,Osborn,ballheather@yahoo.com,S
959,18741056,Shawn,Murray,kpage@yahoo.com,B
960,55220149,Sarah,Foley,christine12@yahoo.com,S
961,81578221,Joseph,Kelley,anthonyarmstrong@hotmail.com,S
962,01165036,Catherine,Reed,qjohnson@obrien.info,B
963,86384773,Kristen,Serrano,yschwartz@yahoo.com,S
964,26832753,Christine,Casey,smithmatthew@gmail.com,B
965,49647433,Brady,Hoffman,wallspaul@gmail.com,B
966,63299304,Keith,Jarvis,rodgersangela@fox.net,S
967,63121285,Robert,Bray,stacywarren@yahoo.com,B
968,47337343,Matthew,Hall,joyce23@gmail.com,S
969,32433289,Adam,Romero,wyoung@chandler.com,B
970,75393472,Cheryl,Lucas,william46@knight.com,B
971,59376828,Richard,Salazar,kevin37@archer.com,B
972,65873939,Michael,Higgins,xwells@barry.com,S
973,78836273,Brian,Tapia,lebenjamin@gmail.com,S
974,21553196,Victoria,Wilson,johnsonchristine@powers.com,B
975,82413057,Sarah,Whitehead,stephenserica@young.com,B
976,58831762,Mary,Morrison,hhood@gmail.com,B
977,82227531,Austin,Gill,ybrown@hotmail.com,S
978,97860792,David,Owens,lorimyers@hotmail.com,S
979,41623923,Patrick,Rodriguez,leeveronica@hotmail.com,B
980,38674983,Gregory,Eaton,lewisstacey@gmail.com,B
981,23993846,Morgan,Moyer,nbaldwin@gmail.com,S
982,74757336,Janice,Gonzalez,matthewbowers@bautista.net,B
983,99699642,Chad,Cortez,aaronhill@yahoo.com,B
984,37619343,Jerome,Hall,jodismith@moore-howard.net,B
985,00159708,Jeffrey,Gonzalez,dmurray@blankenship-mahoney.info,S
986,46505118,Luke,Wolfe,fmartin@hall.com,B
987,24175166,David,Mcguire,williamsnorman@anderson.com,B
988,67204755,Jesus,Knox,msmith@gmail.com,B
989,82328375,Marissa,Brown,chanjenny@hotmail.com,S
990,23503786,Sherry,Cole,dianadean@mathews.biz,S
991,02989099,Evelyn,Evans,alicia36@gmail.com,S
992,55590617,Anita,Harmon,annette67@henderson.com,S
993,57471815,Melissa,Davis,floreslindsay@gmail.com,S
994,30466029,Christie,Gill,ejohnson@lang.com,S
995,55606912,Eric,Molina,jeffery70@bell-ross.com,S
996,64304526,Marissa,Wilson,wmcdonald@heath.com,B
997,94534405,Michelle,Wagner,brandy50@nguyen-reese.com,B
998,47193277,Kevin,Dean,brittany02@hotmail.com,B
999,76278464,Amanda,Padilla,devinthompson@hotmail.com,B
